"Time (s)","Frequency (Hz)","Speed (m/s)"
1.353465500E0,9.944411428E2,-1.900576476E0
1.363465708E0,9.955161507E2,-1.531375226E0
1.373465917E0,9.945648820E2,-1.858038771E0
1.383466125E0,9.953262092E2,-1.596550826E0
1.393466333E0,9.945860781E2,-1.850753294E0
1.403466542E0,9.945821846E2,-1.852091540E0
1.413466750E0,9.991362359E2,-2.939336847E-1
1.423466958E0,1.002607525E3,8.842527228E-1
1.433467167E0,9.984718981E2,-5.203498054E-1
1.443467375E0,非數值,非數值
1.453467583E0,非數值,非數值
1.463467792E0,9.961419639E2,-1.316812598E0
1.473468000E0,1.000567038E3,1.926837008E-1
1.483468208E0,9.992322431E2,-2.612379037E-1
1.493468417E0,9.999669114E2,-1.125048504E-2
1.503468625E0,9.989253798E2,-3.657639260E-1
1.513468833E0,非數值,非數值
1.523469042E0,非數值,非數值
1.533469250E0,非數值,非數值
1.543469458E0,非數值,非數值
1.553469667E0,非數值,非數值
1.563469875E0,非數值,非數值
1.573470084E0,非數值,非數值
1.583470292E0,1.004480253E3,1.516491810E0
1.593470500E0,1.001418220E3,4.815120572E-1
1.603470709E0,1.002154688E3,7.310187520E-1
1.613470917E0,9.989018409E2,-3.737845829E-1
1.623471125E0,1.001372697E3,4.660771483E-1
1.633471334E0,9.992147053E2,-2.672100235E-1
1.643471542E0,1.001187283E3,4.031973806E-1
1.653471750E0,9.999499596E2,-1.701459775E-2
1.663471959E0,9.990508082E2,-3.230318470E-1
1.673472167E0,1.002282350E3,7.742317945E-1
1.683472375E0,1.006517747E3,2.201683798E0
1.693472584E0,1.004138041E3,1.401135931E0
1.720123042E0,1.000535939E3,1.821217760E-1
1.730123250E0,9.997755936E2,-7.631530173E-2
1.740123458E0,1.002794744E3,9.475647215E-1
1.750123667E0,1.003038607E3,1.029996491E0
1.760123875E0,1.005324427E3,1.800717523E0
1.770124083E0,1.007732294E3,2.608807850E0
1.780124292E0,1.005700196E3,1.927081821E0
1.790124500E0,1.006900854E3,2.330210011E0
1.800124708E0,1.004688223E3,1.586557743E0
1.810124917E0,1.004038109E3,1.367435226E0
1.820125125E0,1.003654846E3,1.238122398E0
1.830125333E0,1.000492165E3,1.672537967E-1
1.840125542E0,1.003700968E3,1.253689420E0
1.850125750E0,1.002858768E3,9.692103117E-1
1.860125958E0,9.986189429E2,-4.702088023E-1
1.870126167E0,9.981723658E2,-6.225333973E-1
1.880126375E0,9.984938254E2,-5.128718247E-1
1.890126583E0,9.972643963E2,-9.326566274E-1
1.900126792E0,9.966225100E2,-1.152238256E0
1.910127000E0,9.973835733E2,-8.919187249E-1
1.920127208E0,9.980297769E2,-6.711982520E-1
1.930127417E0,9.962360479E2,-1.284578812E0
1.940127625E0,9.978963716E2,-7.167414158E-1
1.950127833E0,9.988709328E2,-3.843167678E-1
1.960128042E0,1.000564215E3,1.917250668E-1
1.970128250E0,9.988038478E2,-4.071788103E-1
1.980128458E0,9.993770862E2,-2.119227083E-1
1.990128667E0,9.988367362E2,-3.959703135E-1
2.000128875E0,9.986861606E2,-4.472930514E-1
2.010129083E0,1.001831484E3,6.215662292E-1
2.020129292E0,9.967274769E2,-1.116310998E0
2.030129500E0,9.987248023E2,-4.341207972E-1
2.040129708E0,9.974036477E2,-8.850576933E-1
2.050129917E0,9.958661613E2,-1.411339397E0
2.060130125E0,9.971452145E2,-9.734059352E-1
2.070130333E0,9.993373166E2,-2.254617796E-1
2.080130542E0,1.000190139E3,6.463508452E-2
2.090130750E0,9.996128784E2,-1.316723277E-1
2.100130958E0,9.964241430E2,-1.220154486E0
2.110131167E0,9.990928737E2,-3.087029722E-1
2.120131375E0,1.000663933E3,2.255875856E-1
2.130131583E0,1.001226840E3,4.166146319E-1
2.140131792E0,1.001631440E3,5.537861481E-1
2.150132000E0,非數值,非數值
2.160132209E0,9.945956487E2,-1.847463800E0
2.170132417E0,1.000691217E3,2.348515668E-1
2.180132625E0,1.001708554E3,5.799174800E-1
2.190132834E0,9.966990182E2,-1.126050900E0
2.200133042E0,9.978040368E2,-7.482706508E-1
2.210133250E0,非數值,非數值
2.236811167E0,非數值,非數值
2.246811375E0,9.947808183E2,-1.783831912E0
2.256811583E0,1.003287898E3,1.114221870E0
2.266811792E0,1.002070822E3,7.026243664E-1
2.276812000E0,1.004018508E3,1.360824069E0
2.286812208E0,1.003806461E3,1.289289044E0
2.296812417E0,9.995026268E2,-1.691910454E-1
2.306812625E0,1.002813940E3,9.540547832E-1
2.316812833E0,1.002428857E3,8.238104647E-1
2.326813042E0,1.004218836E3,1.428378225E0
2.336813250E0,1.002792528E3,9.468155080E-1
2.346813458E0,9.978500211E2,-7.325678194E-1
2.356813667E0,1.000908408E3,3.085784556E-1
2.366813875E0,1.003737434E3,1.265995974E0
2.376814083E0,1.005724093E3,1.935114693E0
2.386814292E0,1.000629127E3,2.137685886E-1
2.396814500E0,1.003905689E3,1.322767821E0
2.406814708E0,9.990904131E2,-3.095410838E-1
2.416814917E0,非數值,非數值
2.426815125E0,非數值,非數值
2.436815333E0,非數值,非數值
2.446815542E0,1.008972996E3,3.023687246E0
2.456815750E0,非數值,非數值
2.466815958E0,非數值,非數值
2.476816167E0,9.999464718E2,-1.820056017E-2
2.486816375E0,非數值,非數值
2.496816583E0,9.962659204E2,-1.274345587E0
2.506816792E0,9.998680971E2,-4.485289053E-2
2.516817000E0,9.967450178E2,-1.110307993E0
2.526817208E0,9.991358438E2,-2.940672191E-1
2.536817417E0,非數值,非數值
2.546817625E0,1.001040485E3,3.533973503E-1
2.556817833E0,非數值,非數值
2.566818042E0,1.008697813E3,2.931756553E0
2.576818250E0,非數值,非數值
2.586818458E0,1.009914632E3,3.337880873E0
2.596818667E0,1.010130036E3,3.409672198E0
2.606818875E0,1.008847064E3,2.981623200E0
2.616819083E0,9.947178809E2,-1.805457141E0
2.626819292E0,9.998369501E2,-5.544600846E-2
2.636819500E0,1.005157043E3,1.744398657E0
2.646819709E0,1.005757552E3,1.946361571E0
2.656819917E0,1.003345453E3,1.133661535E0
2.666820125E0,1.002292417E3,7.776391168E-1
2.676820334E0,9.956053650E2,-1.500771256E0
2.686820542E0,9.972821235E2,-9.265963815E-1
2.696820750E0,9.990718834E2,-3.158527792E-1
2.706820959E0,9.978357816E2,-7.374302020E-1
2.716821167E0,9.966709070E2,-1.135672366E0
2.726821375E0,9.973111966E2,-9.166578547E-1
2.736821584E0,9.963182812E2,-1.256410152E0
2.746821792E0,非數值,非數值
2.756822000E0,非數值,非數值
2.766822209E0,1.005535633E3,1.871753890E0
2.776822417E0,非數值,非數值
2.786822625E0,非數值,非數值
2.796822834E0,非數值,非數值
2.806823042E0,9.959031012E2,-1.398675822E0
2.816823250E0,9.989540189E2,-3.560059412E-1
2.826823459E0,1.001690395E3,5.737644436E-1
2.753507292E0,9.973717202E2,-8.959699918E-1
2.763507500E0,9.954573033E2,-1.551565153E0
2.773507708E0,9.959494804E2,-1.382777643E0
2.783507917E0,非數值,非數值
2.793508125E0,9.954098237E2,-1.567856684E0
2.803508333E0,9.946457998E2,-1.830227487E0
2.813508542E0,非數值,非數值
2.823508750E0,非數值,非數值
2.833508958E0,9.946016932E2,-1.845386288E0
2.843509167E0,1.000657419E3,2.233756594E-1
2.853509375E0,1.001952662E3,6.626113398E-1
2.863509583E0,1.006455029E3,2.180633725E0
2.873509792E0,9.956248718E2,-1.494080365E0
2.883510000E0,非數值,非數值
2.893510208E0,非數值,非數值
2.903510417E0,1.009487988E3,3.195596225E0
2.913510625E0,非數值,非數值
2.923510833E0,非數值,非數值
2.933511042E0,非數值,非數值
2.943511250E0,非數值,非數值
2.953511458E0,非數值,非數值
2.963511667E0,1.001027794E3,3.490911676E-1
2.973511875E0,非數值,非數值
2.983512083E0,1.002127960E3,7.219700770E-1
2.993512292E0,1.006322105E3,2.136011496E0
3.003512500E0,1.004039086E3,1.367764705E0
3.013512708E0,1.000542368E3,1.843050258E-1
3.023512917E0,非數值,非數值
3.033513125E0,1.008626633E3,2.907969252E0
3.043513333E0,1.006133805E3,2.072779680E0
3.053513542E0,1.003594344E3,1.217700152E0
3.063513750E0,9.996906273E2,-1.052192725E-1
3.073513958E0,1.001391307E3,4.723871853E-1
3.083514167E0,1.003294573E3,1.116476649E0
3.093514375E0,1.000719460E3,2.444406112E-1
3.103514583E0,1.000530695E3,1.803407097E-1
3.113514792E0,1.000523375E3,1.778544745E-1
3.123515000E0,1.000649282E3,2.206125118E-1
3.133515208E0,1.003169114E3,1.074094973E0
3.143515417E0,1.003029368E3,1.026874293E0
3.153515625E0,9.978361179E2,-7.373153616E-1
3.163515834E0,1.001204221E3,4.089427013E-1
3.173516042E0,1.006763758E3,2.284227691E0
3.183516250E0,1.009820133E3,3.306376181E0
3.193516459E0,1.007611676E3,2.568419745E0
3.203516667E0,1.000711890E3,2.418704020E-1
3.213516875E0,1.001214118E3,4.122995154E-1
3.223517084E0,9.999418483E2,-1.977272093E-2
3.233517292E0,1.000866118E3,2.942252991E-1
3.243517500E0,9.977472034E2,-7.676802679E-1
3.270101333E0,9.985901294E2,-4.800327833E-1
3.280101542E0,9.974028404E2,-8.853336164E-1
3.290101750E0,9.978855463E2,-7.204376048E-1
3.300101958E0,9.977318305E2,-7.729307836E-1
3.310102167E0,9.957059438E2,-1.466275393E0
3.320102375E0,9.966506237E2,-1.142614978E0
3.330102583E0,9.949496120E2,-1.725848126E0
3.340102792E0,9.981368472E2,-6.346543982E-1
3.350103000E0,9.963896433E2,-1.231969131E0
3.360103208E0,1.002465751E3,8.362931842E-1
3.370103417E0,非數值,非數值
3.380103625E0,非數值,非數值
3.390103833E0,9.948189701E2,-1.770724341E0
3.400104042E0,9.979759062E2,-6.895876983E-1
3.410104250E0,9.999123344E2,-2.980890238E-2
3.420104458E0,9.995091377E2,-1.669751401E-1
3.430104667E0,1.000898004E3,3.050475360E-1
3.440104875E0,9.994980225E2,-1.707580619E-1
3.450105083E0,9.962587821E2,-1.276790842E0
3.460105292E0,1.000353433E3,1.201247150E-1
3.470105500E0,1.001274967E3,4.329368963E-1
3.480105708E0,1.002185495E3,7.414480287E-1
3.490105917E0,1.001131255E3,3.841922237E-1
3.500106125E0,1.000724807E3,2.462560329E-1
3.510106333E0,1.000483173E3,1.641993975E-1
3.520106542E0,1.004398976E3,1.489101266E0
3.530106750E0,1.002617531E3,8.876371101E-1
3.540106958E0,1.001537961E3,5.221037863E-1
3.550107167E0,1.001091046E3,3.705513201E-1
3.560107375E0,1.002734755E3,9.272807764E-1
3.570107583E0,1.003692856E3,1.250951392E0
3.580107792E0,1.004990223E3,1.688251006E0
3.590108000E0,9.944398387E2,-1.901024857E0
3.600108208E0,非數值,非數值
3.610108417E0,9.971171018E2,-9.830193316E-1
3.620108625E0,非數值,非數值
3.630108833E0,9.949071375E2,-1.740437063E0
3.640109042E0,1.001288111E3,4.373941591E-1
3.650109250E0,1.004052052E3,1.372137541E0
3.660109458E0,1.006416377E3,2.167659563E0
3.670109667E0,1.005126267E3,1.734041646E0
3.680109875E0,9.957248880E2,-1.459778789E0
3.690110084E0,1.002722658E3,9.231902233E-1
3.700110292E0,1.005147132E3,1.741063546E0
3.710110500E0,1.002315293E3,7.853812116E-1
3.720110709E0,1.000804098E3,2.731735354E-1
3.730110917E0,1.006873481E3,2.321029929E0
3.740111125E0,1.000080516E3,2.737328281E-2
3.750111334E0,9.988843032E2,-3.797606191E-1
3.760111542E0,9.988249019E2,-4.000033991E-1
3.797053458E0,1.009847000E3,3.315333861E0
3.807053667E0,1.003041486E3,1.030969456E0
3.817053875E0,1.002010949E3,6.823505070E-1
3.827054083E0,非數值,非數值
3.837054292E0,非數值,非數值
3.847054500E0,非數值,非數值
3.857054708E0,1.004495039E3,1.521474235E0
3.867054917E0,1.008654085E3,2.917143775E0
3.877055125E0,1.002920935E3,9.902255549E-1
3.887055333E0,1.003068800E3,1.040199962E0
3.897055542E0,非數值,非數值
3.907055750E0,1.000352914E3,1.199484352E-1
3.917055958E0,1.003614729E3,1.224581377E0
3.927056167E0,非數值,非數值
3.937056375E0,1.008835280E3,2.977686536E0
3.947056583E0,非數值,非數值
3.957056792E0,非數值,非數值
3.967057000E0,非數值,非數值
3.977057208E0,1.009998490E3,3.365833420E0
3.987057417E0,非數值,非數值
3.997057625E0,1.002099804E3,7.124372474E-1
4.007057833E0,1.004778108E3,1.616831209E0
4.017058042E0,9.984935059E2,-5.129808110E-1
4.027058250E0,1.002352409E3,7.979418767E-1
4.037058458E0,1.001835892E3,6.230593060E-1
4.047058667E0,1.003412369E3,1.156259710E0
4.057058875E0,1.000137634E3,4.678897586E-2
4.067059083E0,9.967964314E2,-1.092713917E0
4.077059292E0,9.979776804E2,-6.889819921E-1
4.087059500E0,1.000764084E3,2.595901596E-1
4.097059708E0,1.000861907E3,2.927958532E-1
4.107059917E0,9.997848848E2,-7.315491286E-2
4.117060125E0,9.951533910E2,-1.655872435E0
4.127060333E0,非數值,非數值
4.137060542E0,非數值,非數值
4.147060750E0,非數值,非數值
4.157060958E0,非數值,非數值
4.167061167E0,非數值,非數值
4.177061375E0,1.001080176E3,3.668636782E-1
4.187061584E0,9.988455682E2,-3.929604733E-1
4.197061792E0,非數值,非數值
4.207062000E0,9.949279364E2,-1.733292995E0
4.217062209E0,9.956085552E2,-1.499676986E0
4.227062417E0,9.981520981E2,-6.294498012E-1
4.237062625E0,9.991076593E2,-3.036667991E-1
4.247062834E0,非數值,非數值
4.257063042E0,9.963073774E2,-1.260144932E0
4.267063250E0,非數值,非數值
4.277063459E0,9.956098137E2,-1.499245296E0
4.287063667E0,9.959242867E2,-1.391413522E0
4.320163333E0,9.954571954E2,-1.551602200E0
4.330163542E0,9.963655562E2,-1.240218393E0
4.340163750E0,9.949926852E2,-1.711054835E0
4.350163958E0,非數值,非數值
4.360164167E0,非數值,非數值
4.370164375E0,非數值,非數值
4.380164583E0,非數值,非數值
4.390164792E0,非數值,非數值
4.400165000E0,非數值,非數值
4.410165208E0,1.000651884E3,2.214962143E-1
4.420165417E0,非數值,非數值
4.430165625E0,1.001532864E3,5.203760051E-1
4.440165833E0,1.006671378E3,2.253236383E0
4.450166042E0,1.000767890E3,2.608822353E-1
4.460166250E0,9.976811380E2,-7.902455640E-1
4.470166458E0,9.973685723E2,-8.970459438E-1
4.480166667E0,1.000840041E3,2.853741577E-1
4.490166875E0,1.000451692E3,1.535058439E-1
4.500167083E0,1.006173190E3,2.086007231E0
4.510167292E0,9.999122749E2,-2.982915251E-2
4.520167500E0,9.960383503E2,-1.352318309E0
4.530167708E0,9.969977037E2,-1.023854656E0
4.540167917E0,1.001026766E3,3.487422186E-1
4.550168125E0,1.003769716E3,1.276889770E0
4.560168333E0,1.001640491E3,5.568534914E-1
4.570168542E0,9.956250231E2,-1.494028478E0
4.580168750E0,9.992919856E2,-2.408954511E-1
4.590168958E0,9.967670587E2,-1.102765211E0
4.600169167E0,9.989133046E2,-3.698783672E-1
4.610169375E0,1.002468718E3,8.372970269E-1
4.620169583E0,1.000193390E3,6.573990533E-2
4.630169792E0,9.989931441E2,-3.426760465E-1
4.640170000E0,9.995405307E2,-1.562913784E-1
4.650170208E0,1.003507803E3,1.188483976E0
4.660170417E0,9.984420556E2,-5.305276317E-1
4.670170625E0,9.958842328E2,-1.405144104E0
4.680170833E0,1.006034469E3,2.039412624E0
4.690171042E0,1.009388699E3,3.162466127E0
4.700171250E0,1.007354428E3,2.482250083E0
4.710171458E0,1.009880809E3,3.326605392E0
4.720171667E0,1.003722284E3,1.260883352E0
4.730171875E0,9.967185295E2,-1.119373154E0
4.740172084E0,1.002534060E3,8.594027537E-1
4.750172292E0,1.002912458E3,9.873599367E-1
4.760172500E0,1.000477459E3,1.622586000E-1
4.770172709E0,1.001769925E3,6.007113769E-1
4.780172917E0,9.962774231E2,-1.270405316E0
4.790173125E0,9.977263811E2,-7.747919936E-1
4.800173334E0,9.978333171E2,-7.382717751E-1
4.810173542E0,9.986207154E2,-4.696044744E-1
4.835199792E0,9.995743784E2,-1.447729795E-1
4.845200000E0,9.993291087E2,-2.282561743E-1
4.855200208E0,1.002206840E3,7.486734150E-1
4.865200417E0,9.997559342E2,-8.300261364E-2
4.875200625E0,非數值,非數值
4.885200833E0,非數值,非數值
4.895201042E0,非數值,非數值
4.905201250E0,非數值,非數值
4.915201458E0,9.966258509E2,-1.151094644E0
4.925201667E0,1.003382278E3,1.146098131E0
4.935201875E0,9.999899687E2,-3.410690074E-3
4.945202083E0,9.958609817E2,-1.413115125E0
4.955202292E0,9.968286756E2,-1.081680661E0
4.965202500E0,9.984644059E2,-5.229049696E-1
4.975202708E0,9.957220233E2,-1.460761172E0
4.985202917E0,9.999054996E2,-3.213316638E-2
4.995203125E0,9.948385432E2,-1.764000137E0
5.005203333E0,9.971825181E2,-9.606504757E-1
5.015203542E0,1.000371216E3,1.261665930E-1
5.025203750E0,1.000213875E3,7.270182534E-2
5.035203958E0,9.986322737E2,-4.656638378E-1
5.045204167E0,9.967566976E2,-1.106310902E0
5.055204375E0,9.986942884E2,-4.445223773E-1
5.065204583E0,1.000556584E3,1.891332178E-1
5.075204792E0,1.001186782E3,4.030275215E-1
5.085205000E0,9.985113481E2,-5.068962513E-1
5.095205208E0,9.987436937E2,-4.276814519E-1
5.105205417E0,1.000148508E3,5.048536760E-2
5.115205625E0,非數值,非數值
5.125205833E0,非數值,非數值
5.135206042E0,非數值,非數值
5.145206250E0,1.002033419E3,6.899594199E-1
5.155206458E0,1.001076329E3,3.655583056E-1
5.165206667E0,1.000628960E3,2.137119696E-1
5.175206875E0,9.982927011E2,-5.814743825E-1
5.185207083E0,1.002010673E3,6.822569852E-1
5.195207292E0,1.001652184E3,5.608161131E-1
5.205207500E0,1.006869297E3,2.319626743E0
5.215207709E0,1.007072982E3,2.387924077E0
5.225207917E0,1.004768816E3,1.613702096E0
5.235208125E0,1.006428826E3,2.171838479E0
5.245208334E0,1.003574739E3,1.211081965E0
5.255208542E0,1.002835541E3,9.613578164E-1
5.265208750E0,非數值,非數值
5.275208959E0,非數值,非數值
5.285209167E0,1.000251612E3,8.552641231E-2
5.295209375E0,9.958665386E2,-1.411210047E0
5.305209584E0,9.972106329E2,-9.510376149E-1
5.315209792E0,9.990777975E2,-3.138382874E-1
5.325210000E0,9.991640568E2,-2.844584957E-1
5.359024250E0,9.963664982E2,-1.239895781E0
5.369024458E0,非數值,非數值
5.379024667E0,1.004994156E3,1.689574979E0
5.389024875E0,1.008989215E3,3.029103766E0
5.399025083E0,9.996322203E2,-1.250911088E-1
5.409025292E0,9.970726325E2,-9.982271161E-1
5.419025500E0,9.991335258E2,-2.948567109E-1
5.429025708E0,1.008905345E3,3.001091548E0
5.439025917E0,1.002687305E3,9.112348887E-1
5.449026125E0,非數值,非數值
5.459026333E0,1.000803900E3,2.731065011E-1
5.469026542E0,非數值,非數值
5.479026750E0,非數值,非數值
5.489026958E0,非數值,非數值
5.499027167E0,1.009514345E3,3.204389616E0
5.509027375E0,1.006523494E3,2.203612676E0
5.519027583E0,1.004146391E3,1.403951589E0
5.529027792E0,1.001889337E3,6.411633510E-1
5.539028000E0,1.003360423E3,1.138717333E0
5.549028208E0,1.004537904E3,1.535917353E0
5.559028417E0,1.004923715E3,1.665860834E0
5.569028625E0,1.001815764E3,6.162408208E-1
5.579028833E0,9.985552504E2,-4.919255737E-1
5.589029042E0,9.948308284E2,-1.766650447E0
5.599029250E0,非數值,非數值
5.609029458E0,9.950476560E2,-1.692177192E0
5.619029667E0,非數值,非數值
5.629029875E0,非數值,非數值
5.639030083E0,非數值,非數值
5.649030292E0,非數值,非數值
5.659030500E0,9.984093961E2,-5.416668876E-1
5.669030708E0,9.976658029E2,-7.954838253E-1
5.679030917E0,9.944899818E2,-1.883785895E0
5.689031125E0,9.961659275E2,-1.308601913E0
5.699031333E0,9.985765843E2,-4.846511858E-1
5.709031542E0,9.967169718E2,-1.119906288E0
5.719031750E0,9.964805917E2,-1.200825023E0
5.729031959E0,9.965254834E2,-1.185454516E0
5.739032167E0,非數值,非數值
5.749032375E0,9.990869184E2,-3.107314749E-1
5.759032584E0,9.966475009E2,-1.143683907E0
5.769032792E0,非數值,非數值
5.779033000E0,非數值,非數值
5.789033209E0,非數值,非數值
5.799033417E0,1.010023863E3,3.374290090E0
5.809033625E0,非數值,非數值
5.819033834E0,非數值,非數值
5.829034042E0,非數值,非數值
5.839034250E0,非數值,非數值
5.849034459E0,非數值,非數值
5.859034667E0,非數值,非數值
5.869034875E0,非數值,非數值
5.879035084E0,9.991126226E2,-3.019762745E-1
5.889035292E0,9.995952132E2,-1.376832590E-1
5.899035500E0,非數值,非數值
5.909035709E0,非數值,非數值
5.919035917E0,非數值,非數值
5.929036125E0,9.998786488E2,-4.126442414E-2
5.939036334E0,9.950260456E2,-1.699598218E0
5.949036542E0,非數值,非數值
5.886093667E0,非數值,非數值
5.896093875E0,9.942488670E2,-1.966695956E0
5.906094083E0,1.000485960E3,1.651462024E-1
5.916094292E0,9.967445623E2,-1.110463855E0
5.926094500E0,1.002553648E3,8.660287464E-1
5.936094708E0,9.967432670E2,-1.110907161E0
5.946094917E0,1.002578194E3,8.743316635E-1
5.956095125E0,1.004727981E3,1.599948945E0
5.966095333E0,1.000218328E3,7.421538111E-2
5.976095542E0,9.961366990E2,-1.318616546E0
5.986095750E0,9.983710788E2,-5.547368154E-1
5.996095958E0,1.003628942E3,1.229378806E0
6.006096167E0,1.004685198E3,1.585538891E0
6.016096375E0,1.002555692E3,8.667201646E-1
6.026096583E0,9.948625315E2,-1.755759442E0
6.036096792E0,非數值,非數值
6.046097000E0,9.961898068E2,-1.300420552E0
6.056097208E0,1.005231331E3,1.769396148E0
6.066097417E0,1.008774842E3,2.957494655E0
6.076097625E0,1.003379497E3,1.145158979E0
6.086097833E0,1.003961166E3,1.341482565E0
6.096098042E0,1.007390669E3,2.494392137E0
6.106098250E0,1.006717317E3,2.268648669E0
6.116098458E0,1.000296439E3,1.007592699E-1
6.126098667E0,1.000450933E3,1.532481010E-1
6.136098875E0,1.000849448E3,2.885671929E-1
6.146099083E0,9.981517887E2,-6.295553820E-1
6.156099292E0,9.984898409E2,-5.142306623E-1
6.166099500E0,9.993049673E2,-2.364754622E-1
6.176099708E0,1.000956201E3,3.247976483E-1
6.186099917E0,9.987403434E2,-4.288234193E-1
6.196100125E0,9.973616810E2,-8.994013844E-1
6.206100333E0,9.997070919E2,-9.961793217E-2
6.216100542E0,非數值,非數值
6.226100750E0,9.989013236E2,-3.739608444E-1
6.236100958E0,非數值,非數值
6.246101167E0,9.987315766E2,-4.318116768E-1
6.256101375E0,非數值,非數值
6.266101583E0,1.004644108E3,1.571697699E0
6.276101792E0,9.995307641E2,-1.596150982E-1
6.286102000E0,1.000888072E3,3.016764392E-1
6.296102209E0,1.001192996E3,4.051354092E-1
6.306102417E0,9.976358080E2,-8.057301711E-1
6.316102625E0,9.944832006E2,-1.886117117E0
6.326102834E0,9.982227303E2,-6.053475786E-1
6.336103042E0,9.994061188E2,-2.020395842E-1
6.346103250E0,9.951397992E2,-1.660538817E0
6.356103459E0,9.975115379E2,-8.481877838E-1
6.366103667E0,9.984887306E2,-5.146092926E-1
6.376103875E0,9.975444761E2,-8.369332388E-1
6.408928417E0,9.962945629E2,-1.264534282E0
6.418928625E0,9.983215546E2,-5.716308741E-1
6.428928833E0,9.977977050E2,-7.504329758E-1
6.438929042E0,9.983149127E2,-5.738967596E-1
6.448929250E0,9.985148006E2,-5.057188975E-1
6.458929458E0,9.985246855E2,-5.023480443E-1
6.468929667E0,9.971793170E2,-9.617449907E-1
6.478929875E0,非數值,非數值
6.488930083E0,非數值,非數值
6.498930292E0,9.944000953E2,-1.914689679E0
6.508930500E0,非數值,非數值
6.518930708E0,非數值,非數值
6.528930917E0,1.009867269E3,3.322091356E0
6.538931125E0,非數值,非數值
6.548931333E0,9.976943705E2,-7.857256305E-1
6.558931542E0,非數值,非數值
6.568931750E0,9.997729365E2,-7.721910740E-2
6.578931958E0,1.006585194E3,2.224318254E0
6.588932167E0,1.004508075E3,1.525866797E0
6.598932375E0,9.995665233E2,-1.474459850E-1
6.608932583E0,1.003556241E3,1.204837234E0
6.618932792E0,1.006780277E3,2.289768842E0
6.628933000E0,1.007269935E3,2.453937938E0
6.638933208E0,1.006033019E3,2.038925741E0
6.648933417E0,1.004457230E3,1.508733321E0
6.658933625E0,1.000902341E3,3.065193924E-1
6.668933833E0,1.002309299E3,7.833525860E-1
6.678934042E0,1.002501096E3,8.482509319E-1
6.688934250E0,1.006303926E3,2.129908211E0
6.698934458E0,非數值,非數值
6.708934667E0,非數值,非數值
6.718934875E0,9.987269166E2,-4.334001257E-1
6.728935083E0,1.003681846E3,1.247235679E0
6.738935292E0,1.000685179E3,2.328012955E-1
