"Time (s)","Frequency (Hz)","Speed (m/s)"
2.674906250E0,非數值,非數值
2.679906354E0,非數值,非數值
2.684906459E0,非數值,非數值
2.689906563E0,非數值,非數值
2.694906667E0,非數值,非數值
2.699906771E0,非數值,非數值
2.704906875E0,非數值,非數值
2.709906979E0,1.004235756E3,1.434082462E0
2.714907084E0,1.007141555E3,2.410911050E0
2.719907188E0,非數值,非數值
2.724907292E0,非數值,非數值
2.729907396E0,非數值,非數值
2.850625500E0,非數值,非數值
2.855625604E0,非數值,非數值
2.860625708E0,非數值,非數值
2.865625813E0,非數值,非數值
2.870625917E0,非數值,非數值
2.875626021E0,非數值,非數值
2.880626125E0,1.005481257E3,1.853468105E0
2.885626229E0,非數值,非數值
2.890626333E0,非數值,非數值
2.895626438E0,非數值,非數值
2.900626542E0,非數值,非數值
2.905626646E0,非數值,非數值
2.910626750E0,非數值,非數值
2.915626854E0,非數值,非數值
2.920626958E0,非數值,非數值
2.925627063E0,非數值,非數值
2.930627167E0,非數值,非數值
2.935627271E0,非數值,非數值
2.940627375E0,非數值,非數值
2.945627479E0,非數值,非數值
2.950627583E0,非數值,非數值
2.955627688E0,1.002971179E3,1.007208369E0
2.960627792E0,非數值,非數值
2.965627896E0,1.003552288E3,1.203502802E0
2.970628000E0,非數值,非數值
2.975628104E0,非數值,非數值
2.980628208E0,非數值,非數值
2.985628313E0,非數值,非數值
2.990628417E0,非數值,非數值
2.995628521E0,非數值,非數值
3.000628625E0,非數值,非數值
3.005628729E0,非數值,非數值
3.010628833E0,非數值,非數值
3.015628938E0,非數值,非數值
3.020629042E0,非數值,非數值
3.025629146E0,非數值,非數值
3.030629250E0,非數值,非數值
3.035629354E0,非數值,非數值
3.040629458E0,非數值,非數值
3.045629563E0,非數值,非數值
3.050629667E0,非數值,非數值
3.055629771E0,非數值,非數值
3.060629875E0,非數值,非數值
3.065629979E0,非數值,非數值
3.070630083E0,非數值,非數值
3.075630188E0,非數值,非數值
3.080630292E0,非數值,非數值
3.085630396E0,非數值,非數值
3.090630500E0,非數值,非數值
3.095630604E0,非數值,非數值
3.100630708E0,非數值,非數值
3.105630813E0,非數值,非數值
3.110630917E0,非數值,非數值
3.115631021E0,非數值,非數值
3.120631125E0,非數值,非數值
3.125631229E0,非數值,非數值
3.130631333E0,1.002889577E3,9.796253886E-1
3.135631438E0,1.007764902E3,2.619724773E0
3.140631542E0,非數值,非數值
3.145631646E0,非數值,非數值
3.150631750E0,非數值,非數值
3.155631854E0,非數值,非數值
3.160631958E0,1.006532556E3,2.206653863E0
3.165632063E0,非數值,非數值
3.170632167E0,非數值,非數值
3.175632271E0,非數值,非數值
3.180632375E0,非數值,非數值
3.185632479E0,非數值,非數值
3.190632584E0,非數值,非數值
3.195632688E0,非數值,非數值
3.200632792E0,非數值,非數值
3.205632896E0,非數值,非數值
3.210633000E0,非數值,非數值
3.215633104E0,非數值,非數值
3.220633209E0,非數值,非數值
3.225633313E0,非數值,非數值
3.230633417E0,非數值,非數值
3.235633521E0,非數值,非數值
3.240633625E0,非數值,非數值
3.245633729E0,1.005450247E3,1.843039054E0
3.250633834E0,非數值,非數值
3.255633938E0,1.005408482E3,1.828991898E0
3.260634042E0,非數值,非數值
3.265634146E0,非數值,非數值
3.270634250E0,非數值,非數值
3.275634354E0,非數值,非數值
3.280634459E0,非數值,非數值
3.285634563E0,非數值,非數值
3.290634667E0,非數值,非數值
3.295634771E0,1.006101160E3,2.061814985E0
3.300634875E0,非數值,非數值
3.305634979E0,1.003366459E3,1.140755687E0
3.310635084E0,非數值,非數值
3.315635188E0,非數值,非數值
3.320635292E0,非數值,非數值
3.325635396E0,非數值,非數值
3.330635500E0,非數值,非數值
3.335635604E0,非數值,非數值
3.340635709E0,1.004419056E3,1.495868586E0
3.345635813E0,非數值,非數值
3.267694625E0,非數值,非數值
3.272694729E0,非數值,非數值
3.277694833E0,非數值,非數值
3.282694937E0,非數值,非數值
3.287695042E0,非數值,非數值
3.292695146E0,非數值,非數值
3.297695250E0,非數值,非數值
3.302695354E0,非數值,非數值
3.307695458E0,非數值,非數值
3.312695563E0,非數值,非數值
3.317695667E0,非數值,非數值
3.322695771E0,非數值,非數值
3.327695875E0,1.003333949E3,1.129776069E0
3.332695979E0,非數值,非數值
3.337696083E0,非數值,非數值
3.342696188E0,非數值,非數值
3.347696292E0,1.005764315E3,1.948634539E0
3.352696396E0,非數值,非數值
3.357696500E0,非數值,非數值
3.362696604E0,非數值,非數值
3.367696708E0,非數值,非數值
3.372696813E0,非數值,非數值
3.377696917E0,非數值,非數值
3.382697021E0,1.007782616E3,2.625655124E0
3.387697125E0,1.002805190E3,9.510966731E-1
3.392697229E0,非數值,非數值
3.397697333E0,1.003777391E3,1.279479811E0
3.402697438E0,非數值,非數值
3.407697542E0,非數值,非數值
3.412697646E0,非數值,非數值
3.417697750E0,非數值,非數值
3.422697854E0,非數值,非數值
3.427697958E0,非數值,非數值
3.432698063E0,1.003123051E3,1.058531457E0
3.437698167E0,非數值,非數值
3.442698271E0,非數值,非數值
3.447698375E0,非數值,非數值
3.452698479E0,非數值,非數值
3.457698583E0,非數值,非數值
3.462698688E0,非數值,非數值
3.467698792E0,非數值,非數值
3.472698896E0,非數值,非數值
3.477699000E0,非數值,非數值
3.482699104E0,非數值,非數值
3.487699208E0,非數值,非數值
3.492699313E0,非數值,非數值
3.497699417E0,非數值,非數值
3.502699521E0,非數值,非數值
3.507699625E0,非數值,非數值
3.512699729E0,非數值,非數值
3.517699833E0,非數值,非數值
3.522699938E0,非數值,非數值
3.527700042E0,非數值,非數值
3.532700146E0,非數值,非數值
3.537700250E0,非數值,非數值
3.542700354E0,非數值,非數值
3.547700458E0,非數值,非數值
3.552700563E0,非數值,非數值
3.557700667E0,1.004733805E3,1.601910483E0
3.562700771E0,非數值,非數值
3.567700875E0,非數值,非數值
3.572700979E0,非數值,非數值
3.577701083E0,非數值,非數值
3.582701188E0,非數值,非數值
3.587701292E0,非數值,非數值
3.592701396E0,非數值,非數值
3.597701500E0,非數值,非數值
3.602701604E0,非數值,非數值
3.607701708E0,非數值,非數值
3.612701813E0,非數值,非數值
3.617701917E0,非數值,非數值
3.622702021E0,非數值,非數值
3.627702125E0,非數值,非數值
3.632702229E0,非數值,非數值
3.637702333E0,非數值,非數值
3.642702438E0,1.007744400E3,2.612860850E0
3.647702542E0,非數值,非數值
3.652702646E0,非數值,非數值
3.657702750E0,非數值,非數值
3.662702854E0,非數值,非數值
3.667702958E0,非數值,非數值
3.672703063E0,1.007200564E3,2.430689392E0
3.677703167E0,非數值,非數值
3.682703271E0,非數值,非數值
3.687703375E0,非數值,非數值
3.692703479E0,非數值,非數值
3.697703584E0,非數值,非數值
3.702703688E0,1.004289217E3,1.452105389E0
3.707703792E0,非數值,非數值
3.712703896E0,1.003972369E3,1.345261550E0
3.717704000E0,1.004895692E3,1.656425866E0
3.722704104E0,非數值,非數值
3.727704209E0,非數值,非數值
3.732704313E0,非數值,非數值
3.737704417E0,非數值,非數值
3.742704521E0,非數值,非數值
3.747704625E0,非數值,非數值
3.752704729E0,非數值,非數值
3.757704834E0,非數值,非數值
3.762704938E0,非數值,非數值
3.784757792E0,非數值,非數值
3.789757896E0,非數值,非數值
3.794758000E0,非數值,非數值
3.799758104E0,非數值,非數值
3.804758208E0,非數值,非數值
3.809758313E0,非數值,非數值
3.814758417E0,非數值,非數值
3.819758521E0,非數值,非數值
3.824758625E0,非數值,非數值
3.829758729E0,非數值,非數值
3.834758833E0,非數值,非數值
3.839758938E0,非數值,非數值
3.844759042E0,非數值,非數值
3.849759146E0,非數值,非數值
3.854759250E0,非數值,非數值
3.859759354E0,非數值,非數值
3.864759458E0,非數值,非數值
3.869759563E0,非數值,非數值
3.874759667E0,非數值,非數值
3.879759771E0,非數值,非數值
3.884759875E0,1.004862285E3,1.645177599E0
3.889759979E0,1.005611232E3,1.897173455E0
3.894760083E0,非數值,非數值
3.899760188E0,非數值,非數值
3.904760292E0,1.006568837E3,2.218829532E0
3.909760396E0,1.007572111E3,2.555169839E0
3.914760500E0,非數值,非數值
3.919760604E0,非數值,非數值
3.924760708E0,1.002870198E3,9.730743255E-1
3.929760813E0,非數值,非數值
3.934760917E0,非數值,非數值
3.939761021E0,非數值,非數值
3.944761125E0,非數值,非數值
3.949761229E0,非數值,非數值
3.954761333E0,非數值,非數值
3.959761438E0,非數值,非數值
3.964761542E0,非數值,非數值
3.969761646E0,非數值,非數值
3.974761750E0,非數值,非數值
3.979761854E0,非數值,非數值
3.984761958E0,非數值,非數值
3.989762063E0,非數值,非數值
3.994762167E0,非數值,非數值
3.999762271E0,非數值,非數值
4.004762375E0,非數值,非數值
4.009762479E0,非數值,非數值
4.014762583E0,非數值,非數值
4.019762688E0,非數值,非數值
4.024762792E0,非數值,非數值
4.029762896E0,非數值,非數值
4.034763000E0,非數值,非數值
4.039763104E0,非數值,非數值
4.044763208E0,非數值,非數值
4.049763313E0,非數值,非數值
4.054763417E0,非數值,非數值
4.059763521E0,非數值,非數值
4.064763625E0,非數值,非數值
4.069763729E0,非數值,非數值
4.074763833E0,非數值,非數值
4.079763938E0,非數值,非數值
4.084764042E0,非數值,非數值
4.089764146E0,非數值,非數值
4.094764250E0,1.005852871E3,1.978396695E0
4.099764354E0,1.002962182E3,1.004167483E0
4.104764458E0,非數值,非數值
4.109764563E0,非數值,非數值
4.114764667E0,非數值,非數值
4.119764771E0,非數值,非數值
4.124764875E0,非數值,非數值
4.129764979E0,非數值,非數值
4.134765083E0,非數值,非數值
4.139765188E0,非數值,非數值
4.144765292E0,1.003142810E3,1.065207524E0
4.149765396E0,非數值,非數值
4.154765500E0,非數值,非數值
4.159765604E0,非數值,非數值
4.164765709E0,非數值,非數值
4.169765813E0,非數值,非數值
4.174765917E0,非數值,非數值
4.179766021E0,非數值,非數值
4.184766125E0,非數值,非數值
4.189766229E0,非數值,非數值
4.194766334E0,非數值,非數值
4.199766438E0,非數值,非數值
4.204766542E0,1.007564445E3,2.552602269E0
4.209766646E0,非數值,非數值
4.214766750E0,非數值,非數值
4.219766854E0,1.006180937E3,2.088608970E0
4.224766959E0,非數值,非數值
4.229767063E0,非數值,非數值
4.234767167E0,非數值,非數值
4.239767271E0,1.006396374E3,2.160945059E0
4.244767375E0,1.005552211E3,1.877328464E0
4.249767479E0,非數值,非數值
4.254767584E0,非數值,非數值
4.259767688E0,非數值,非數值
4.264767792E0,非數值,非數值
4.269767896E0,非數值,非數值
4.274768000E0,非數值,非數值
4.279768104E0,1.003793857E3,1.285036043E0
4.301921583E0,非數值,非數值
4.306921688E0,非數值,非數值
4.311921792E0,非數值,非數值
4.316921896E0,非數值,非數值
4.321922000E0,非數值,非數值
4.326922104E0,非數值,非數值
4.331922208E0,非數值,非數值
4.336922313E0,非數值,非數值
4.341922417E0,非數值,非數值
4.346922521E0,非數值,非數值
4.351922625E0,非數值,非數值
4.356922729E0,非數值,非數值
4.361922833E0,非數值,非數值
4.366922938E0,1.003150239E3,1.067717784E0
4.371923042E0,非數值,非數值
4.376923146E0,非數值,非數值
4.381923250E0,非數值,非數值
4.386923354E0,非數值,非數值
4.391923458E0,非數值,非數值
4.396923563E0,非數值,非數值
4.401923667E0,非數值,非數值
4.406923771E0,非數值,非數值
4.411923875E0,非數值,非數值
4.416923979E0,非數值,非數值
4.421924083E0,1.006324975E3,2.136975192E0
4.426924188E0,非數值,非數值
4.431924292E0,非數值,非數值
4.436924396E0,非數值,非數值
4.441924500E0,非數值,非數值
4.446924604E0,非數值,非數值
4.451924708E0,非數值,非數值
4.456924813E0,非數值,非數值
4.461924917E0,非數值,非數值
4.466925021E0,非數值,非數值
4.471925125E0,非數值,非數值
4.476925229E0,非數值,非數值
4.481925333E0,非數值,非數值
4.486925438E0,非數值,非數值
4.491925542E0,非數值,非數值
4.496925646E0,非數值,非數值
4.501925750E0,非數值,非數值
4.506925854E0,非數值,非數值
4.511925958E0,非數值,非數值
4.516926063E0,非數值,非數值
4.521926167E0,非數值,非數值
4.526926271E0,非數值,非數值
4.531926375E0,非數值,非數值
4.536926479E0,非數值,非數值
4.541926583E0,非數值,非數值
4.546926688E0,非數值,非數值
4.551926792E0,非數值,非數值
4.556926896E0,非數值,非數值
4.561927000E0,非數值,非數值
4.566927104E0,非數值,非數值
4.571927208E0,非數值,非數值
4.576927313E0,非數值,非數值
4.581927417E0,非數值,非數值
4.586927521E0,非數值,非數值
4.591927625E0,非數值,非數值
4.596927729E0,1.002617977E3,8.877878730E-1
4.601927833E0,非數值,非數值
4.606927938E0,1.003729041E3,1.263163564E0
4.611928042E0,非數值,非數值
4.616928146E0,非數值,非數值
4.621928250E0,非數值,非數值
4.626928354E0,非數值,非數值
4.631928458E0,非數值,非數值
4.636928563E0,非數值,非數值
4.641928667E0,非數值,非數值
4.646928771E0,非數值,非數值
4.651928875E0,非數值,非數值
4.656928979E0,非數值,非數值
4.661929083E0,非數值,非數值
4.666929188E0,非數值,非數值
4.671929292E0,非數值,非數值
4.676929396E0,1.003433516E3,1.163400747E0
4.681929500E0,非數值,非數值
4.686929604E0,非數值,非數值
4.691929709E0,1.003055619E3,1.035745462E0
4.696929813E0,非數值,非數值
4.701929917E0,非數值,非數值
4.706930021E0,1.005570537E3,1.883490599E0
4.711930125E0,非數值,非數值
4.716930229E0,非數值,非數值
4.721930334E0,非數值,非數值
4.726930438E0,非數值,非數值
4.731930542E0,非數值,非數值
4.736930646E0,非數值,非數值
4.741930750E0,非數值,非數值
4.746930854E0,非數值,非數值
4.751930959E0,1.002886953E3,9.787383753E-1
4.756931063E0,非數值,非數值
4.761931167E0,非數值,非數值
4.766931271E0,非數值,非數值
4.771931375E0,非數值,非數值
4.776931479E0,非數值,非數值
4.781931584E0,非數值,非數值
4.786931688E0,非數值,非數值
4.791931792E0,非數值,非數值
4.796931896E0,非數值,非數值
4.818866167E0,非數值,非數值
4.823866271E0,非數值,非數值
4.828866375E0,非數值,非數值
4.833866479E0,非數值,非數值
4.838866583E0,非數值,非數值
4.843866688E0,非數值,非數值
4.848866792E0,非數值,非數值
4.853866896E0,非數值,非數值
4.858867000E0,非數值,非數值
4.863867104E0,非數值,非數值
4.868867208E0,非數值,非數值
4.873867313E0,非數值,非數值
4.878867417E0,非數值,非數值
4.883867521E0,非數值,非數值
4.888867625E0,非數值,非數值
4.893867729E0,非數值,非數值
4.898867833E0,1.007372510E3,2.488308289E0
4.903867938E0,非數值,非數值
4.908868042E0,非數值,非數值
